,age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
29475,25,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
29476,52,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29477,35,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,Other,Male,0,0,40,Puerto-Rico,<=50K
29478,44,Local-gov,12th,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,35,Mexico,<=50K
29479,27,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,>50K
29480,42,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,0,0,33,United-States,<=50K
29481,26,Private,9th,Never-married,Other-service,Own-child,White,Female,0,0,38,El-Salvador,<=50K
29482,23,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Canada,<=50K
29483,28,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
29484,38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
29485,28,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
29486,29,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
29488,30,Private,Some-college,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,<=50K
29489,48,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
29491,38,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Cuba,>50K
29492,24,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
29493,47,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29495,29,Private,Some-college,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K
29496,45,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
29497,24,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
29498,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29499,28,Local-gov,9th,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Trinadad&Tobago,>50K
29500,46,Federal-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,>50K
29502,32,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29503,20,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
29504,23,Private,Some-college,Never-married,Other-service,Unmarried,White,Male,0,0,35,Mexico,<=50K
29505,46,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
29506,21,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
29507,59,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
29508,31,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
29509,48,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
29510,34,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
29511,19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
29512,20,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
29513,29,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K
29514,54,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29515,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
29516,43,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
29517,33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
29518,33,Private,10th,Divorced,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K
29519,36,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
29522,45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
29523,25,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29524,28,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29525,23,Private,HS-grad,Never-married,Priv-house-serv,Own-child,White,Male,0,0,40,United-States,<=50K
29526,24,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
29527,58,Self-emp-not-inc,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
29528,36,Private,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
29529,46,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
29531,26,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
29532,52,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
29533,19,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K
29534,33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
29535,60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29536,39,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,38,United-States,<=50K
29537,45,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
29538,37,Local-gov,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
29539,29,Private,Assoc-acdm,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
29540,53,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,66,United-States,<=50K
29541,20,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
29542,39,Private,Masters,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
29543,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
29544,53,Private,7th-8th,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,56,United-States,<=50K
29545,34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
29547,41,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
29548,34,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,<=50K
29551,22,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
29552,43,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29554,36,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
29555,47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
29557,33,Private,Some-college,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
29558,27,Private,Some-college,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K
29559,33,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,0,0,70,United-States,<=50K
29560,24,Private,HS-grad,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,40,United-States,<=50K
29561,47,Local-gov,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
29562,48,Self-emp-inc,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
29563,28,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
29564,33,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29565,33,Local-gov,Assoc-voc,Never-married,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,<=50K
29566,26,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
29567,22,Private,Assoc-voc,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
29568,34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
29569,31,Self-emp-inc,Some-college,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,United-States,<=50K
29571,38,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
29572,51,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
29573,36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
29574,64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,>50K
29575,24,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,55,United-States,<=50K
29576,21,State-gov,Some-college,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,<=50K
29577,28,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
29579,41,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
29580,17,Private,9th,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
29581,58,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
29582,50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,8,United-States,<=50K
29583,30,Private,11th,Married-spouse-absent,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,Mexico,<=50K
29584,47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29585,24,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
29586,50,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
29587,29,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,Scotland,<=50K
29588,31,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29589,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,>50K
29590,31,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
29591,53,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
29592,33,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29593,43,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
29594,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K
29595,18,Private,11th,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
29596,50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
29597,27,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29598,19,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
29599,24,State-gov,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
29600,25,Private,Masters,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
29601,34,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,>50K
29602,30,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K
29603,37,Federal-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
29604,38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,>50K
29605,67,Without-pay,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,12,Philippines,<=50K
29606,35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K
29607,75,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
29608,47,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,<=50K
29609,23,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
29610,51,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,8,United-States,<=50K
29611,42,Local-gov,HS-grad,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
29612,32,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,32,United-States,>50K
29613,54,Private,HS-grad,Separated,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
29614,20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
29615,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29616,35,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
29617,45,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K
29618,27,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
29619,61,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,>50K
29620,41,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
29621,22,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
29623,25,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29624,20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
29625,20,Private,Some-college,Never-married,Machine-op-inspct,Other-relative,Black,Female,0,0,35,United-States,<=50K
29626,67,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States,<=50K
29627,44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
29628,42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
29629,29,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Male,0,0,40,Ecuador,<=50K
29630,48,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Female,0,0,38,United-States,>50K
29631,25,Private,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,<=50K
29632,31,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,99,United-States,>50K
29633,40,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K
29634,26,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
29635,28,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
29636,52,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29637,41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
29638,39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,50,United-States,<=50K
29639,48,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,16,Trinadad&Tobago,<=50K
29640,19,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
29641,19,Private,Some-college,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
29642,32,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
29643,39,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
29644,33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29645,38,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
29646,27,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Male,0,0,45,United-States,<=50K
29647,23,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,0,0,45,United-States,<=50K
29649,25,Local-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India,<=50K
29650,37,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,<=50K
29651,31,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,<=50K
29652,24,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,0,0,37,United-States,<=50K
29653,53,Local-gov,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Dominican-Republic,<=50K
29655,25,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
29656,59,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
29657,39,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
29658,28,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
29659,22,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
29660,20,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,El-Salvador,<=50K
29661,25,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
29662,27,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,0,0,50,United-States,<=50K
29663,20,Private,HS-grad,Never-married,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
